customer_id,facility_id,arrival_time,age,service_type,priority_level,customer_type,wait_tolerance,queue_length,queue_position,historical_avg_wait,active_staff_count,avg_service_time,staff_availability,hour_of_day,day_of_week,is_holiday,peak_hours,no_show_indicator,service_counters,operational_hours,feedback_score,actual_wait_time,queue_status
C004155,F003,13-01-2024 15:55,26,consultation,urgent,appointment,8,29,18,32.5,2,7.1,0.7,15,5,0,0,0,4,9,4.0,29.4,critical
C004156,F002,04-01-2024 11:06,63,payment,normal,walk-in,16,25,15,18.0,7,7.6,0.92,11,3,0,1,0,4,8,3.7,31.1,critical
C004157,F005,09-01-2024 08:28,50,inquiry,normal,appointment,17,20,4,22.0,2,4.8,0.79,8,1,0,0,0,2,9,4.2,11.2,busy
C004158,F005,29-01-2024 13:57,54,payment,normal,appointment,5,22,21,10.0,4,7.1,0.85,13,0,0,0,0,4,10,3.1,42.6,critical
C004159,F001,17-01-2024 12:21,56,application,normal,appointment,12,10,3,25.2,4,16.0,0.89,12,2,0,1,0,3,8,3.0,14.0,congested
C004160,F003,02-01-2024 14:48,80,inquiry,elderly,online,13,9,6,15.0,4,7.6,0.78,14,1,0,0,0,4,10,4.3,12.6,busy
C004161,F005,31-01-2024 09:45,22,application,normal,walk-in,19,30,15,45.0,5,13.6,0.93,9,2,0,1,1,3,8,4.1,0.0,abandoned
C004162,F003,24-01-2024 12:18,80,payment,elderly,appointment,18,14,1,32.4,4,3.0,0.87,12,2,0,1,0,3,9,4.5,2.9,normal
C004163,F005,08-01-2024 13:13,51,complaint,normal,online,30,23,15,14.0,3,24.1,0.9,13,0,0,0,0,3,9,1.2,120.0,critical
C004164,F002,11-01-2024 11:21,41,consultation,normal,walk-in,18,18,15,43.2,5,12.8,0.93,11,3,0,1,0,3,10,3.9,68.1,critical
C004165,F002,04-01-2024 11:59,19,inquiry,normal,walk-in,21,27,17,45.0,8,5.1,0.94,11,3,0,1,0,3,8,5.0,29.4,congested
C004166,F002,29-01-2024 18:42,23,payment,normal,appointment,13,6,6,19.0,1,5.2,0.79,18,0,0,0,0,2,9,3.8,36.1,critical
C004167,F002,27-01-2024 16:30,44,complaint,normal,walk-in,19,28,10,27.3,2,22.9,0.71,16,5,0,0,1,2,10,2.0,0.0,abandoned
C004168,F005,14-01-2024 11:34,69,payment,normal,appointment,25,39,27,42.1,8,6.0,0.95,11,6,0,1,0,5,10,4.3,36.0,congested
C004169,F002,20-01-2024 17:30,59,application,urgent,walk-in,8,10,4,24.7,3,12.2,0.84,17,5,0,0,0,6,12,4.1,7.3,busy
C004170,F004,07-01-2024 15:54,57,renewal,normal,online,13,11,9,20.8,1,8.9,0.75,15,6,0,0,0,2,12,3.1,109.9,critical
C004171,F005,13-01-2024 11:15,41,renewal,urgent,appointment,6,49,3,28.1,3,12.9,0.87,11,5,0,1,0,3,10,4.6,2.6,congested
C004172,F003,15-01-2024 15:00,51,renewal,elderly,appointment,15,13,2,7.2,3,8.9,0.87,15,0,1,0,0,4,12,4.8,6.2,normal
C004173,F003,04-01-2024 10:59,79,inquiry,elderly,walk-in,17,45,42,32.4,7,5.5,0.98,10,3,0,1,0,2,9,4.7,81.5,critical
C004174,F005,09-01-2024 13:26,90,payment,elderly,appointment,13,11,4,19.0,3,7.1,0.73,13,1,0,0,0,3,9,4.1,11.8,busy
C004175,F003,29-01-2024 11:54,56,consultation,normal,online,23,36,26,19.8,5,8.3,0.91,11,0,0,1,0,5,8,3.6,48.5,critical
C004176,F005,19-01-2024 16:43,47,payment,elderly,appointment,8,14,5,13.0,3,3.0,0.71,16,4,0,0,0,3,9,5.0,1.8,normal
C004177,F001,06-01-2024 17:06,46,renewal,normal,walk-in,26,26,7,26.0,2,4.7,0.78,17,5,0,0,0,2,12,3.7,20.8,busy
C004178,F002,17-01-2024 14:28,51,complaint,normal,walk-in,30,13,13,24.0,4,26.1,0.85,14,2,0,0,0,2,12,3.6,120.0,critical
C004179,F001,03-01-2024 09:25,50,application,elderly,online,14,23,4,25.2,6,15.6,0.95,9,2,0,1,0,6,12,5.0,5.3,normal
C004180,F005,23-01-2024 09:21,89,payment,elderly,walk-in,9,34,18,18.0,5,6.8,0.95,9,1,0,1,1,6,10,4.3,0.0,abandoned
C004181,F002,23-01-2024 17:34,58,complaint,elderly,walk-in,10,8,2,25.0,3,17.1,0.65,17,1,0,0,0,5,10,4.2,10.1,congested
C004182,F002,12-01-2024 09:10,85,payment,elderly,walk-in,14,27,27,28.8,8,5.1,0.89,9,4,0,1,0,4,12,4.8,25.8,critical
C004183,F004,08-01-2024 09:35,32,application,normal,appointment,14,10,1,34.2,8,7.8,0.97,9,0,0,1,0,2,8,4.2,3.5,normal
C004184,F003,31-01-2024 10:34,63,complaint,elderly,walk-in,21,23,22,43.2,4,16.0,0.88,10,2,0,1,0,2,8,4.0,120.0,critical
C004185,F003,14-01-2024 14:28,52,consultation,normal,appointment,13,11,10,27.3,4,13.6,0.78,14,6,0,0,0,2,12,4.2,87.4,critical
C004186,F004,24-01-2024 18:33,46,payment,normal,online,15,16,9,25.0,4,3.6,0.88,18,2,0,0,0,4,10,4.2,9.2,busy
C004187,F001,06-01-2024 09:09,54,payment,urgent,appointment,5,53,25,25.7,5,3.0,0.92,9,5,0,1,0,5,9,4.4,5.6,critical
C004188,F005,08-01-2024 13:08,52,inquiry,normal,online,27,11,7,12.0,1,8.6,0.67,13,0,0,0,0,5,8,2.8,87.4,critical
C004189,F004,16-01-2024 09:57,38,inquiry,elderly,online,10,43,33,32.4,6,6.6,0.95,9,1,0,1,0,2,8,4.4,80.4,critical
C004190,F003,09-01-2024 14:07,66,renewal,normal,online,20,23,20,18.0,2,5.1,0.9,14,1,0,0,0,5,8,2.6,59.5,critical
C004191,F004,26-01-2024 14:32,88,renewal,elderly,online,17,18,15,24.0,3,13.2,0.67,14,4,0,0,1,4,9,2.8,0.0,abandoned
C004192,F004,02-01-2024 11:41,27,inquiry,elderly,online,21,43,37,28.8,4,9.4,0.88,11,1,0,1,1,2,10,5.0,0.0,abandoned
C004193,F004,29-01-2024 18:50,34,renewal,elderly,walk-in,12,11,7,16.0,4,4.1,0.82,18,0,0,0,1,2,12,3.4,0.0,abandoned
C004194,F003,14-01-2024 13:34,20,application,elderly,appointment,10,24,10,28.6,1,14.9,0.81,13,6,0,0,1,4,10,2.4,0.0,abandoned
C004195,F002,14-01-2024 14:14,67,complaint,normal,online,15,14,7,20.8,1,19.2,0.66,14,6,0,0,0,3,9,2.9,120.0,critical
C004196,F002,29-01-2024 12:48,30,payment,normal,online,23,10,4,45.0,7,3.8,0.95,12,0,0,1,0,2,10,4.4,9.0,normal
C004197,F005,15-01-2024 17:45,45,complaint,elderly,appointment,10,12,12,6.6,1,16.7,0.65,17,0,1,0,1,3,12,1.0,0.0,abandoned
C004198,F002,23-01-2024 13:38,28,consultation,normal,walk-in,10,10,10,14.0,2,3.0,0.79,13,1,0,0,0,3,12,3.6,19.8,critical
C004199,F003,10-01-2024 13:56,52,inquiry,normal,online,32,5,5,20.0,1,6.1,0.88,13,2,0,0,0,6,8,4.3,36.4,congested
C004200,F005,03-01-2024 11:38,86,payment,elderly,walk-in,12,16,7,41.4,7,5.4,0.88,11,2,0,1,0,3,12,4.8,10.6,busy
C004201,F002,03-01-2024 11:35,20,consultation,elderly,online,15,19,8,28.8,4,12.8,0.98,11,2,0,1,0,5,8,3.8,20.0,congested
C004202,F003,31-01-2024 08:18,70,inquiry,elderly,online,16,7,5,19.0,3,3.0,0.87,8,2,0,0,0,6,8,4.7,5.0,normal
C004203,F004,21-01-2024 09:00,54,inquiry,normal,online,12,21,19,35.1,4,6.5,0.99,9,6,0,1,1,6,10,4.3,0.0,abandoned
C004204,F002,17-01-2024 17:13,36,complaint,elderly,walk-in,16,6,1,11.0,1,7.8,0.88,17,2,0,0,0,3,12,5.0,7.5,normal
C004205,F002,24-01-2024 15:33,22,payment,normal,online,12,7,5,19.0,3,3.0,0.64,15,2,0,0,0,4,10,4.4,8.7,busy
C004206,F003,11-01-2024 11:31,35,renewal,normal,online,38,23,20,34.2,3,3.0,0.96,11,3,0,1,0,5,12,4.6,18.8,normal
C004207,F001,07-01-2024 17:08,42,application,normal,walk-in,5,9,1,15.6,3,13.6,0.73,17,6,0,0,0,4,9,4.6,3.9,busy
C004208,F001,15-01-2024 17:45,48,payment,normal,appointment,9,8,2,6.0,2,5.7,0.89,17,0,1,0,0,4,12,5.0,5.7,busy
C004209,F004,02-01-2024 14:48,72,payment,elderly,appointment,14,22,10,19.0,1,6.5,0.88,14,1,0,0,0,6,12,3.8,54.8,critical
C004210,F005,16-01-2024 14:40,74,application,elderly,walk-in,8,10,10,23.0,2,22.4,0.82,14,1,0,0,1,5,10,1.8,0.0,abandoned
C004211,F005,18-01-2024 18:05,29,consultation,normal,appointment,8,14,2,11.0,1,15.1,0.76,18,3,0,0,0,3,9,4.6,39.4,critical
C004212,F005,12-01-2024 09:07,70,inquiry,normal,online,29,39,11,36.0,3,5.6,0.86,9,4,0,1,0,2,8,4.0,36.4,congested
C004213,F003,30-01-2024 14:01,53,renewal,elderly,online,15,18,1,21.0,1,10.4,0.75,14,1,0,0,0,2,12,4.0,5.8,normal
C004214,F003,01-01-2024 12:08,54,consultation,elderly,appointment,16,21,7,10.8,7,8.3,0.97,12,0,1,1,0,3,12,4.0,14.4,busy
C004215,F001,06-01-2024 16:55,55,renewal,elderly,walk-in,18,10,4,22.1,2,4.2,0.7,16,5,0,0,0,2,9,5.0,8.6,normal
C004216,F004,16-01-2024 08:01,48,payment,elderly,walk-in,6,11,6,14.0,2,6.2,0.7,8,1,0,0,0,3,12,4.6,13.3,critical
C004217,F001,03-01-2024 13:30,83,consultation,elderly,appointment,14,21,7,15.0,4,11.0,0.86,13,2,0,0,0,4,9,4.4,16.3,congested
C004218,F003,09-01-2024 11:51,56,complaint,elderly,appointment,16,41,8,25.2,5,10.0,0.96,11,1,0,1,0,5,10,4.1,8.4,congested
C004219,F005,07-01-2024 11:03,20,renewal,normal,appointment,14,25,2,46.8,7,8.1,0.96,11,6,0,1,0,4,9,4.7,2.8,normal
C004220,F003,28-01-2024 14:08,37,application,normal,online,34,20,18,14.3,3,17.4,0.78,14,6,0,0,0,3,12,2.6,120.0,critical
C004221,F001,08-01-2024 11:04,44,payment,normal,online,22,37,25,37.8,5,7.6,0.88,11,0,0,1,0,3,9,4.2,72.3,critical
C004222,F002,18-01-2024 08:23,87,payment,elderly,walk-in,9,14,13,25.0,2,3.0,0.73,8,3,0,0,0,4,12,4.4,17.8,critical
C004223,F001,18-01-2024 11:43,30,renewal,normal,appointment,23,23,14,23.4,8,3.0,0.83,11,3,0,1,0,5,9,4.9,9.1,normal
C004224,F002,01-01-2024 15:52,27,inquiry,urgent,online,5,15,7,6.6,1,9.0,0.82,15,0,1,0,0,2,12,3.2,22.2,critical
C004225,F005,10-01-2024 17:46,73,application,elderly,walk-in,17,11,3,13.0,3,14.5,0.71,17,2,0,0,0,5,10,3.5,14.6,busy
C004226,F001,16-01-2024 13:08,66,application,normal,online,25,8,3,15.0,3,21.5,0.9,13,1,0,0,0,2,9,3.3,33.4,congested
C004227,F005,07-01-2024 15:53,60,complaint,elderly,walk-in,10,28,3,22.1,3,14.9,0.61,15,6,0,0,1,5,10,2.1,0.0,abandoned
C004228,F005,22-01-2024 16:37,65,inquiry,elderly,online,25,25,16,18.0,2,4.4,0.87,16,0,0,0,0,2,9,4.7,30.6,congested
C004229,F003,10-01-2024 10:07,56,complaint,elderly,online,18,41,9,34.2,3,6.6,0.88,10,2,0,1,0,4,12,4.1,13.5,congested
C004230,F004,19-01-2024 10:31,71,complaint,elderly,appointment,23,43,13,25.2,3,11.2,0.87,10,4,0,1,0,2,10,3.7,55.1,critical
C004231,F005,28-01-2024 11:47,47,complaint,normal,appointment,21,11,5,39.8,5,20.9,0.92,11,6,0,1,0,6,9,4.2,24.7,congested
C004232,F002,17-01-2024 15:18,46,renewal,normal,walk-in,17,12,11,25.0,2,8.4,0.63,15,2,0,0,0,6,8,4.0,72.5,critical
C004233,F003,01-01-2024 08:34,18,consultation,normal,appointment,6,7,5,7.2,1,8.5,0.63,8,0,1,0,0,4,12,3.1,67.6,critical
C004234,F003,14-01-2024 10:04,45,inquiry,normal,walk-in,19,30,17,44.5,8,5.4,0.95,10,6,0,1,0,3,10,4.2,33.5,critical
C004235,F005,30-01-2024 18:57,61,inquiry,normal,online,26,16,1,14.0,2,8.5,0.77,18,1,0,0,0,2,12,4.4,4.1,normal
C004236,F004,31-01-2024 15:41,59,consultation,normal,walk-in,32,21,18,10.0,4,7.8,0.67,15,2,0,0,0,2,10,2.6,105.1,critical
C004237,F004,12-01-2024 13:18,86,payment,elderly,online,15,14,7,23.0,2,6.6,0.83,13,4,0,0,0,3,8,4.1,20.8,congested
C004238,F004,28-01-2024 10:12,46,application,normal,walk-in,15,21,5,58.5,3,15.5,0.86,10,6,0,1,0,4,8,4.3,33.3,critical
C004239,F001,12-01-2024 13:35,41,renewal,normal,walk-in,27,13,6,11.0,2,10.3,0.67,13,4,0,0,0,6,8,3.2,45.1,critical
C004240,F004,21-01-2024 12:46,21,application,normal,walk-in,25,35,6,42.1,4,19.6,0.93,12,6,0,1,0,3,12,4.5,41.2,critical
C004241,F001,27-01-2024 12:57,23,application,normal,online,23,53,37,42.1,8,17.3,0.86,12,5,0,1,0,3,9,4.8,120.0,critical
C004242,F002,02-01-2024 14:09,54,consultation,normal,online,19,18,4,17.0,2,13.9,0.71,14,1,0,0,0,5,8,4.4,39.6,critical
C004243,F004,25-01-2024 13:20,68,renewal,normal,appointment,22,11,5,13.0,3,13.0,0.63,13,3,0,0,0,5,8,3.6,34.1,critical
C004244,F003,02-01-2024 15:58,90,renewal,elderly,online,12,9,3,16.0,4,8.6,0.72,15,1,0,0,0,2,10,4.9,15.7,congested
C004245,F005,01-01-2024 16:48,75,payment,elderly,online,15,7,3,14.4,3,7.6,0.71,16,0,1,0,0,3,10,4.0,4.1,normal
C004246,F002,14-01-2024 11:14,47,inquiry,normal,walk-in,10,42,19,37.4,5,6.0,0.95,11,6,0,1,0,2,10,4.2,57.2,critical
C004247,F004,02-01-2024 15:03,25,complaint,normal,online,17,24,11,16.0,1,17.6,0.68,15,1,0,0,0,3,9,1.3,120.0,critical
C004248,F004,02-01-2024 10:25,58,renewal,urgent,appointment,5,36,19,45.0,5,6.5,0.94,10,1,0,1,0,5,9,3.9,10.3,critical
C004249,F003,05-01-2024 09:25,84,consultation,elderly,appointment,16,21,10,19.8,4,16.2,0.98,9,4,0,1,0,2,9,4.0,58.9,critical
C004250,F004,22-01-2024 17:13,68,renewal,normal,appointment,24,13,8,16.0,3,14.8,0.67,17,0,0,0,0,3,8,3.9,56.2,critical
C004251,F004,10-01-2024 10:45,35,inquiry,normal,walk-in,29,32,30,21.6,7,5.9,0.91,10,2,0,1,0,5,8,4.8,38.7,congested
C004252,F004,14-01-2024 09:37,70,consultation,normal,online,24,39,29,39.8,4,14.1,0.96,9,6,0,1,1,5,10,2.1,0.0,abandoned
C004253,F004,26-01-2024 09:19,80,renewal,elderly,appointment,16,36,12,18.0,5,4.0,0.87,9,4,0,1,0,6,12,4.2,7.7,congested
C004254,F002,23-01-2024 14:08,69,inquiry,normal,appointment,14,9,5,17.0,4,7.0,0.8,14,1,0,0,1,2,8,4.8,0.0,abandoned
C004255,F003,19-01-2024 16:11,45,payment,normal,online,15,25,25,12.0,4,4.5,0.75,16,4,0,0,0,5,9,4.6,33.1,critical
C004256,F005,03-01-2024 09:32,88,inquiry,elderly,online,20,14,12,39.6,4,3.7,0.88,9,2,0,1,0,5,12,3.4,9.2,normal
C004257,F005,24-01-2024 18:07,63,consultation,normal,appointment,19,25,20,24.0,2,11.8,0.69,18,2,0,0,0,4,8,2.0,120.0,critical
C004258,F001,10-01-2024 15:39,51,complaint,normal,online,29,19,19,15.0,2,19.8,0.86,15,2,0,0,0,5,12,2.5,120.0,critical
C004259,F004,30-01-2024 17:02,74,application,elderly,appointment,17,23,5,22.0,4,22.1,0.67,17,1,0,0,0,5,12,4.6,26.6,critical
C004260,F003,13-01-2024 14:14,34,renewal,normal,appointment,12,26,8,28.6,1,11.2,0.61,14,5,0,0,0,2,10,3.1,120.0,critical
C004261,F005,18-01-2024 12:07,43,complaint,normal,walk-in,23,37,15,19.8,3,3.0,0.81,12,3,0,1,0,3,8,3.5,21.1,congested
C004262,F001,29-01-2024 18:30,19,application,normal,appointment,5,20,16,22.0,1,13.1,0.88,18,0,0,0,1,5,12,1.2,0.0,abandoned
C004263,F003,29-01-2024 10:35,18,complaint,normal,appointment,25,16,1,25.2,4,22.3,0.98,10,0,0,1,0,5,12,3.7,7.6,normal
C004264,F004,23-01-2024 14:20,78,consultation,elderly,appointment,7,16,14,22.0,4,12.0,0.9,14,1,0,0,0,2,10,4.9,66.3,critical
C004265,F004,18-01-2024 16:12,40,payment,normal,walk-in,27,11,11,18.0,1,6.5,0.79,16,3,0,0,0,6,8,2.9,90.3,critical
C004266,F005,25-01-2024 12:36,64,application,elderly,online,12,34,29,34.2,4,4.3,0.89,12,3,0,1,0,4,8,4.0,21.5,critical
C004267,F004,22-01-2024 15:01,59,complaint,normal,appointment,20,14,8,14.0,1,14.0,0.83,15,0,0,0,1,4,9,3.0,0.0,abandoned
C004268,F001,14-01-2024 15:45,50,application,normal,walk-in,5,26,4,15.6,4,17.6,0.72,15,6,0,0,1,2,8,4.0,0.0,abandoned
C004269,F002,30-01-2024 15:36,78,inquiry,elderly,online,17,17,13,11.0,1,4.0,0.65,15,1,0,0,1,5,10,3.7,0.0,abandoned
C004270,F003,07-01-2024 16:10,49,payment,normal,walk-in,26,19,11,19.5,2,5.0,0.61,16,6,0,0,0,4,12,3.4,44.2,critical
C004271,F001,21-01-2024 09:09,20,complaint,normal,walk-in,19,23,12,42.1,8,16.8,0.96,9,6,0,1,0,3,12,5.0,69.5,critical
C004272,F004,12-01-2024 10:21,58,complaint,normal,walk-in,11,14,8,39.6,5,16.5,0.88,10,4,0,1,0,4,10,3.7,36.9,critical
C004273,F002,20-01-2024 18:56,70,payment,normal,walk-in,32,11,9,32.5,3,4.5,0.8,18,5,0,0,0,2,10,4.0,22.2,busy
C004274,F004,28-01-2024 08:25,56,consultation,normal,appointment,19,15,13,19.5,3,12.1,0.88,8,6,0,0,0,2,8,4.2,90.2,critical
C004275,F004,19-01-2024 16:07,90,application,elderly,walk-in,9,9,4,25.0,1,16.4,0.62,16,4,0,0,0,2,8,3.0,71.7,critical
C004276,F005,14-01-2024 12:27,24,application,normal,walk-in,14,39,35,56.2,7,15.2,0.86,12,6,0,1,0,2,9,3.7,120.0,critical
C004277,F005,15-01-2024 15:39,61,consultation,elderly,online,11,6,6,15.0,3,6.2,0.62,15,0,1,0,0,4,9,3.7,14.3,congested
C004278,F002,09-01-2024 10:53,75,application,elderly,appointment,25,45,4,30.6,7,21.1,0.95,10,1,0,1,0,3,8,3.1,22.7,congested
C004279,F002,09-01-2024 09:16,42,complaint,elderly,appointment,13,18,14,34.2,8,16.7,0.86,9,1,0,1,0,3,9,4.7,65.4,critical
C004280,F005,02-01-2024 18:35,64,inquiry,normal,appointment,14,22,13,15.0,2,8.1,0.88,18,1,0,0,0,2,9,3.8,64.0,critical
C004281,F002,06-01-2024 09:04,74,renewal,elderly,walk-in,18,58,19,51.5,6,7.0,0.86,9,5,0,1,0,4,8,3.2,27.4,critical
C004282,F005,09-01-2024 09:21,26,inquiry,normal,online,7,34,13,21.6,4,5.2,0.86,9,1,0,1,0,5,9,3.7,18.9,critical
C004283,F004,16-01-2024 14:07,53,inquiry,normal,appointment,16,6,2,20.0,2,7.7,0.81,14,1,0,0,1,6,10,4.6,0.0,abandoned
C004284,F004,15-01-2024 10:31,52,payment,normal,walk-in,13,6,4,27.0,5,3.5,0.85,10,0,1,1,0,3,8,3.9,4.7,normal
C004285,F002,28-01-2024 18:59,58,consultation,normal,online,20,7,5,18.2,2,6.7,0.78,18,6,0,0,0,3,8,3.7,24.5,congested
C004286,F001,07-01-2024 15:01,59,renewal,elderly,walk-in,6,7,2,29.9,1,13.4,0.75,15,6,0,0,0,5,9,3.5,22.4,critical
C004287,F005,07-01-2024 12:21,35,consultation,elderly,walk-in,24,53,24,30.4,7,8.1,0.89,12,6,0,1,0,4,10,3.1,36.5,critical
C004288,F003,16-01-2024 17:46,33,payment,urgent,online,5,17,2,14.0,4,5.3,0.75,17,1,0,0,0,6,12,4.5,1.5,normal
C004289,F002,25-01-2024 13:46,30,inquiry,normal,appointment,23,9,9,11.0,4,9.5,0.78,13,3,0,0,0,2,8,5.0,54.5,critical
C004290,F005,27-01-2024 17:48,45,renewal,normal,online,26,9,7,16.9,3,10.0,0.71,17,5,0,0,0,4,12,3.4,34.8,congested
C004291,F003,07-01-2024 12:04,34,consultation,normal,online,13,56,10,28.1,3,18.9,0.85,12,6,0,1,0,3,10,4.3,71.4,critical
C004292,F005,13-01-2024 13:44,55,renewal,normal,appointment,13,20,2,26.0,3,3.4,0.68,13,5,0,0,0,6,8,4.9,3.2,normal
C004293,F003,02-01-2024 12:15,88,application,elderly,appointment,15,36,33,34.2,7,18.9,0.93,12,1,0,1,0,2,12,2.6,120.0,critical
C004294,F005,26-01-2024 14:37,64,consultation,normal,online,25,24,10,11.0,3,3.0,0.8,14,4,0,0,0,6,8,5.0,10.4,normal
C004295,F002,01-01-2024 15:29,42,inquiry,normal,online,12,3,3,7.2,3,4.6,0.67,15,0,1,0,0,3,9,4.5,8.6,busy
C004296,F002,26-01-2024 15:28,62,consultation,elderly,online,18,9,8,14.0,3,13.8,0.67,15,4,0,0,0,5,8,3.1,38.3,critical
C004297,F003,05-01-2024 13:14,35,payment,normal,appointment,22,16,9,10.0,3,5.9,0.83,13,4,0,0,0,3,9,4.1,21.1,busy
C004298,F001,22-01-2024 09:05,59,complaint,normal,appointment,20,25,21,32.4,5,22.4,0.93,9,0,0,1,0,3,10,2.9,120.0,critical
C004299,F004,23-01-2024 09:01,27,complaint,normal,appointment,16,30,27,21.6,3,19.2,0.9,9,1,0,1,1,6,12,1.1,0.0,abandoned
C004300,F001,31-01-2024 17:40,60,complaint,normal,walk-in,29,8,5,22.0,1,14.7,0.73,17,2,0,0,0,4,8,2.7,99.9,critical
C004301,F004,06-01-2024 18:50,19,renewal,normal,appointment,31,18,10,13.0,1,5.5,0.65,18,5,0,0,0,3,10,3.7,82.6,critical
C004302,F004,03-01-2024 12:21,22,renewal,normal,online,13,12,3,18.0,5,12.5,0.85,12,2,0,1,0,6,12,4.2,10.6,busy
C004303,F001,15-01-2024 13:24,69,renewal,elderly,walk-in,11,14,13,9.6,4,8.3,0.67,13,0,1,0,0,6,10,3.3,30.2,critical
C004304,F003,04-01-2024 14:32,42,renewal,normal,walk-in,14,7,5,10.0,4,13.0,0.88,14,3,0,0,0,5,8,4.2,21.8,critical
C004305,F001,16-01-2024 08:50,38,complaint,normal,walk-in,21,20,8,14.0,3,15.7,0.84,8,1,0,0,0,4,12,4.7,50.7,critical
C004306,F003,11-01-2024 08:32,40,application,normal,appointment,23,12,3,18.0,2,13.6,0.79,8,3,0,0,0,5,12,4.0,25.1,congested
C004307,F001,05-01-2024 11:31,50,payment,urgent,appointment,5,41,11,27.0,8,3.0,0.82,11,4,0,1,0,5,8,5.0,1.5,congested
C004308,F001,22-01-2024 17:41,69,renewal,elderly,appointment,20,5,3,22.0,2,8.2,0.87,17,0,0,0,0,4,12,3.9,10.9,busy
C004309,F001,22-01-2024 16:10,28,inquiry,normal,online,18,18,4,16.0,3,7.7,0.89,16,0,0,0,0,3,10,4.8,11.9,busy
C004310,F003,02-01-2024 10:20,39,inquiry,urgent,online,8,12,10,43.2,5,8.7,0.9,10,1,0,1,1,2,10,3.8,0.0,abandoned
C004311,F004,04-01-2024 12:09,71,complaint,elderly,appointment,16,27,13,25.2,6,11.0,0.81,12,3,0,1,0,4,9,4.7,30.5,critical
C004312,F002,24-01-2024 08:28,57,payment,normal,online,14,19,13,22.0,1,5.3,0.89,8,2,0,0,0,2,9,4.3,76.9,critical
C004313,F003,16-01-2024 16:13,54,inquiry,elderly,walk-in,12,20,13,22.0,2,7.0,0.75,16,1,0,0,0,3,10,3.2,44.8,critical
C004314,F002,17-01-2024 12:50,27,complaint,normal,walk-in,15,18,18,45.0,8,24.5,0.88,12,2,0,1,0,6,9,4.4,82.7,critical
C004315,F005,04-01-2024 10:17,88,complaint,elderly,walk-in,10,34,29,34.2,8,16.9,1.0,10,3,0,1,0,4,8,3.5,88.5,critical
C004316,F002,18-01-2024 09:11,62,inquiry,normal,appointment,27,30,3,18.0,5,3.4,0.98,9,3,0,1,0,3,10,4.7,3.8,normal
C004317,F003,30-01-2024 14:32,84,renewal,elderly,appointment,13,7,1,22.0,2,4.9,0.68,14,1,0,0,0,5,9,4.0,1.8,normal
C004318,F005,25-01-2024 16:47,58,inquiry,normal,walk-in,13,7,2,10.0,3,3.0,0.68,16,3,0,0,0,2,12,5.0,2.8,normal
C004319,F002,29-01-2024 12:29,18,inquiry,normal,walk-in,22,14,7,39.6,4,8.4,0.98,12,0,0,1,0,3,12,4.0,19.7,busy
C004320,F003,01-01-2024 14:23,89,payment,elderly,walk-in,11,4,2,15.0,3,8.9,0.88,14,0,1,0,0,4,9,4.3,5.7,busy
C004321,F003,30-01-2024 09:10,20,application,elderly,online,24,25,12,41.4,4,16.8,0.94,9,1,0,1,0,3,10,4.3,49.3,critical
C004322,F001,02-01-2024 13:54,25,consultation,normal,appointment,18,13,6,12.0,1,13.9,0.82,13,1,0,0,0,4,8,3.1,103.4,critical
C004323,F002,19-01-2024 10:41,45,renewal,urgent,walk-in,8,41,41,21.6,5,11.9,1.0,10,4,0,1,0,3,10,2.2,47.9,critical
C004324,F005,02-01-2024 10:07,70,consultation,elderly,online,14,39,25,39.6,8,16.7,0.96,10,1,0,1,0,3,8,4.4,101.2,critical
C004325,F003,17-01-2024 17:25,73,renewal,elderly,appointment,8,23,22,13.0,4,9.3,0.77,17,2,0,0,0,6,9,4.7,43.9,critical
C004326,F003,26-01-2024 09:47,58,consultation,normal,online,14,21,18,30.6,4,10.1,0.99,9,4,0,1,0,4,9,4.2,47.0,critical
C004327,F003,23-01-2024 12:14,47,consultation,normal,online,5,25,21,25.2,6,12.9,0.99,12,1,0,1,0,4,12,4.4,67.9,critical
C004328,F003,31-01-2024 09:06,62,renewal,normal,appointment,17,30,18,21.6,6,7.7,0.98,9,2,0,1,0,2,10,3.8,73.9,critical
C004329,F004,16-01-2024 14:26,27,consultation,normal,appointment,24,20,18,15.0,4,7.4,0.86,14,1,0,0,0,3,8,3.3,53.0,critical
C004330,F005,30-01-2024 16:46,37,consultation,normal,online,26,19,16,14.0,4,10.6,0.66,16,1,0,0,1,5,10,5.0,0.0,abandoned
C004331,F005,12-01-2024 10:06,55,inquiry,normal,online,21,28,21,39.6,5,6.1,0.91,10,4,0,1,0,4,9,2.9,35.4,critical
C004332,F005,14-01-2024 16:18,46,renewal,normal,appointment,9,28,1,28.6,3,8.3,0.63,16,6,0,0,0,4,10,4.0,6.8,busy
C004333,F002,26-01-2024 15:12,26,application,normal,appointment,19,15,11,23.0,4,9.8,0.77,15,4,0,0,0,6,8,4.2,35.8,critical
C004334,F002,14-01-2024 09:12,20,complaint,elderly,appointment,7,21,21,39.8,4,3.0,0.96,9,6,0,1,0,6,8,4.1,13.5,critical
C004335,F003,21-01-2024 17:18,81,application,elderly,appointment,19,14,13,31.2,4,9.7,0.76,17,6,0,0,0,6,12,4.4,27.3,congested
C004336,F005,28-01-2024 15:06,28,application,normal,online,29,26,12,22.1,3,13.7,0.61,15,6,0,0,0,6,12,1.6,90.8,critical
