facility_id,age,service_type,priority_level,customer_type,wait_tolerance,queue_length,queue_position,historical_avg_wait,active_staff_count,avg_service_time,staff_availability,hour_of_day,day_of_week,is_holiday,peak_hours,no_show_indicator,service_counters,operational_hours,feedback_score,actual_wait_time,queue_status
F001,75,complaint,elderly,walk-in,18,10,8,19.4,8,24.2,0.95,9,0,1,1,0,6,8,4.1,,congested
F002,74,inquiry,elderly,walk-in,16,37,7,25.2,8,5.6,0.82,11,4,0,1,0,5,9,5,,congested
F005,20,complaint,normal,online,17,13,11,13,3,13.1,0.85,15,4,0,0,0,5,8,3.2,,critical
F003,65,payment,normal,appointment,18,41,3,39.6,4,4.4,0.83,11,1,0,1,0,4,10,5,,congested
F005,54,consultation,elderly,online,15,16,3,18,8,19.1,0.92,12,2,0,1,0,6,10,4.6,,normal
F004,69,complaint,normal,walk-in,13,18,13,24,2,29.5,0.85,8,1,0,0,0,6,9,1.5,,critical
F002,81,complaint,elderly,online,11,23,17,11,4,18,0.82,8,1,0,0,0,2,12,3,,critical
F003,49,payment,normal,walk-in,28,21,3,10,1,6.9,0.87,17,2,0,0,0,2,9,3.3,,busy
F004,66,complaint,normal,appointment,22,13,13,22,4,11.8,0.69,18,3,0,0,0,3,9,4.3,,critical
F003,57,renewal,normal,walk-in,16,32,25,31.2,3,7.7,0.75,13,6,0,0,0,6,10,4.1,,critical
F004,34,consultation,normal,online,34,39,37,25.2,4,10.9,0.86,10,2,0,1,0,2,10,2.3,,critical
F003,82,complaint,elderly,walk-in,20,49,4,30.4,4,21,0.98,12,6,0,1,0,6,9,4.6,,congested
F002,69,consultation,normal,appointment,24,56,50,53.8,5,8.4,0.9,12,6,0,1,0,5,10,3.7,,critical
F001,19,payment,normal,online,15,36,9,21.6,5,3.8,0.96,10,3,0,1,0,4,12,4.6,,congested
F002,81,renewal,elderly,walk-in,26,45,3,30.6,4,7.6,0.93,10,1,0,1,0,3,12,4.6,,congested
F005,86,inquiry,elderly,walk-in,19,14,1,23,3,5.2,0.9,8,0,0,0,0,4,10,4.9,,normal
F005,40,payment,normal,online,20,3,1,8.4,2,4.7,0.84,18,0,1,0,0,2,9,5,,normal
F001,65,application,normal,appointment,24,35,32,25.7,5,15,0.82,9,5,0,1,1,5,10,2.3,,abandoned
F005,83,consultation,elderly,walk-in,19,16,6,27,5,10.9,0.82,9,4,0,1,0,4,8,4.6,,busy
F001,38,payment,normal,online,12,14,4,25.2,8,3.2,0.91,11,4,0,1,0,4,9,4.7,,normal
F005,30,payment,normal,walk-in,15,13,13,12,4,8.9,0.85,8,3,0,0,1,6,10,4.3,,abandoned
F002,79,renewal,elderly,online,24,37,20,27,8,7.8,0.91,9,4,0,1,0,4,8,4.1,,congested
F001,33,complaint,elderly,online,12,31,28,31.2,1,14.8,0.75,18,5,0,0,1,6,8,1,,abandoned
F003,73,consultation,elderly,walk-in,5,34,4,21.6,8,6.2,0.86,11,1,0,1,0,6,9,4.4,,congested
F002,66,renewal,normal,online,32,21,21,23.4,8,9.9,0.81,12,6,0,1,0,5,9,4.1,,critical
F001,90,complaint,elderly,walk-in,17,19,15,25.2,5,11.9,1,10,4,0,1,0,4,12,4.6,,critical
F003,30,complaint,urgent,online,5,18,15,12,2,14.3,0.74,15,1,0,0,0,4,8,2.2,,critical
F001,34,inquiry,normal,appointment,13,9,4,10.2,2,6.7,0.69,13,0,1,0,0,5,9,4.2,,critical
F002,83,application,elderly,walk-in,17,20,18,23,1,16,0.77,14,3,0,0,0,3,10,1,,critical
F002,29,inquiry,elderly,appointment,16,18,13,18,3,6.7,0.81,8,1,0,0,0,3,10,4.9,,critical
F002,20,application,elderly,online,6,18,1,19,3,9.4,0.85,16,1,0,0,0,5,8,5,,busy
F002,73,complaint,elderly,walk-in,12,14,10,24,1,21.2,0.85,8,1,0,0,1,5,8,1,,abandoned
F005,46,renewal,elderly,appointment,8,19,18,34.2,4,5.7,0.8,11,0,0,1,0,5,9,4.5,,critical
F005,82,consultation,elderly,appointment,18,27,23,25.2,3,18.8,0.93,10,1,0,1,0,6,8,2.3,,critical
F004,86,renewal,elderly,online,17,28,14,37.8,8,12.2,0.92,12,1,0,1,0,4,9,3.8,,critical
F003,55,renewal,normal,appointment,20,25,22,19,2,6.7,0.83,13,3,0,0,1,4,10,3.4,,abandoned
F003,44,application,normal,online,8,16,4,56.2,8,22.3,0.91,9,5,0,1,0,4,9,5,,critical
F004,60,application,normal,online,29,37,30,34.2,4,15.9,0.89,11,2,0,1,0,3,8,2.1,,critical
F003,61,complaint,normal,online,5,6,5,24.7,4,13.3,0.76,13,5,0,0,0,2,12,3.4,,critical
F005,26,complaint,normal,online,34,9,6,27,5,24.5,0.82,10,3,0,1,0,4,12,3.2,,congested
F003,65,inquiry,normal,walk-in,11,28,13,30.6,8,5.2,0.89,9,3,0,1,0,3,9,4,,critical
F004,68,renewal,urgent,online,5,18,1,31.2,3,7.7,0.85,8,6,0,0,0,6,10,4.2,,normal
F002,44,inquiry,normal,appointment,21,15,10,14,2,6.9,0.82,14,1,0,0,0,4,12,3.8,,critical
F004,33,inquiry,normal,appointment,19,32,24,41.4,8,8.2,0.88,9,1,0,1,0,4,8,4.8,,critical
F004,83,renewal,elderly,appointment,20,17,4,24,1,6.3,0.63,14,0,0,0,0,6,12,3.7,,congested
F005,70,application,normal,walk-in,37,21,8,44.5,5,13.2,0.84,10,5,0,1,0,4,8,3.9,,busy
F002,54,inquiry,normal,online,21,24,15,24.7,1,4.6,0.75,16,5,0,0,0,5,8,3.4,,critical
F002,79,inquiry,elderly,walk-in,16,17,2,21,2,4.3,0.68,15,2,0,0,0,4,8,3.7,,normal
F003,57,renewal,normal,appointment,20,24,24,11,4,6.1,0.63,18,2,0,0,0,6,12,4,,critical
F002,75,renewal,elderly,walk-in,21,17,10,23,1,7,0.66,16,2,0,0,0,4,9,3.8,,critical
F003,81,payment,elderly,online,7,10,10,18.2,1,3,0.74,14,6,0,0,0,5,12,3.7,,critical
F002,23,complaint,normal,online,24,26,6,32.5,4,20.7,0.83,8,5,0,0,0,5,10,3.7,,critical
F002,73,inquiry,elderly,walk-in,19,42,23,58.5,8,4.8,0.82,9,6,0,1,0,5,8,4.7,,congested
F005,50,payment,normal,appointment,35,41,17,36,8,3.4,0.89,10,0,0,1,0,2,12,3.9,,congested
F004,56,consultation,normal,online,24,37,5,18,7,7.6,0.92,10,3,0,1,0,6,8,4.6,,congested
F004,20,complaint,urgent,appointment,5,36,1,30.6,8,11.5,0.85,11,0,0,1,0,5,8,5,,congested
F004,23,complaint,normal,online,27,51,50,46.8,3,23.6,0.92,11,5,0,1,1,2,12,1,,abandoned
F001,88,application,elderly,walk-in,16,43,24,41.4,8,17.4,0.91,10,1,0,1,1,6,12,3,,abandoned
F004,21,application,normal,appointment,25,13,1,19,3,23.9,0.63,14,2,0,0,0,2,9,4.7,,busy
F003,85,renewal,elderly,walk-in,11,37,13,53.8,3,9.2,0.93,11,5,0,1,0,6,8,2.9,,critical
F001,79,complaint,elderly,online,20,13,11,25,3,9.2,0.76,8,1,0,0,0,3,10,3.8,,critical
F003,45,consultation,normal,online,24,22,20,14,4,12.5,0.77,16,0,0,0,0,4,10,2.9,,critical
F005,20,complaint,elderly,online,16,15,14,24,2,18.5,0.8,16,1,0,0,0,4,9,2.2,,critical
F002,74,renewal,elderly,appointment,6,45,34,27,5,5.7,0.87,12,3,0,1,0,5,9,4,,critical
F002,70,consultation,urgent,walk-in,5,19,15,41.4,4,7.9,0.98,10,3,0,1,0,3,10,3.3,,critical
F002,60,application,elderly,online,13,44,3,25.7,3,15,0.87,11,6,0,1,1,4,9,4.5,,abandoned
F002,40,application,normal,appointment,18,14,12,26,4,12.9,0.66,14,6,0,0,0,3,10,2.5,,critical
F004,80,renewal,elderly,walk-in,21,25,20,25.2,3,8.8,0.84,10,2,0,1,0,6,9,3.7,,critical
F003,83,complaint,elderly,online,13,20,2,15.1,5,22.9,0.87,10,0,1,1,0,3,8,4.9,,busy
F003,25,complaint,urgent,appointment,5,20,1,10,4,16.1,0.61,15,1,0,0,0,4,9,4.6,,normal
F004,53,payment,elderly,appointment,20,16,16,12,4,5.5,0.81,17,3,0,0,0,3,9,3.8,,congested
F004,28,consultation,normal,walk-in,32,15,11,19.5,2,5,0.62,18,6,0,0,0,5,9,4.6,,congested
F003,87,consultation,elderly,online,18,7,4,11,2,8.5,0.7,15,2,0,0,0,3,8,4.4,,busy
F001,85,complaint,elderly,walk-in,20,5,3,14,3,13,0.87,17,2,0,0,0,5,9,4.5,,busy
F003,49,renewal,elderly,walk-in,19,45,25,45,7,7.8,0.87,9,2,0,1,0,5,12,4.4,,critical
F004,69,complaint,elderly,walk-in,16,21,5,16,1,13.2,0.9,14,1,0,0,0,2,9,2.9,,critical
F003,55,inquiry,normal,walk-in,18,18,9,17,3,7.3,0.61,15,2,0,0,0,5,8,4.7,,critical
F003,50,renewal,elderly,appointment,10,10,9,17,3,3.2,0.79,13,0,0,0,0,3,8,4.1,,busy
F003,23,application,urgent,online,7,28,25,34.2,8,14.9,0.96,11,1,0,1,0,6,9,2.4,,critical
F002,24,inquiry,normal,online,16,22,1,24,3,5.2,0.84,16,3,0,0,0,6,10,4.5,,normal
F003,21,consultation,elderly,appointment,9,7,2,15,1,11,0.78,14,0,1,0,0,4,10,3.7,,critical
F001,19,application,elderly,online,17,28,7,41.4,4,15,0.85,11,0,0,1,0,5,12,3.9,,congested
F003,88,complaint,elderly,walk-in,10,6,3,19,3,27.5,0.7,15,1,0,0,0,6,9,3.5,,critical
F005,18,application,urgent,online,5,39,29,32.4,5,30,0.91,9,4,0,1,1,3,8,1.9,,abandoned
F004,67,inquiry,normal,walk-in,10,21,13,18,4,5.7,0.62,13,1,0,0,0,4,12,4.2,,critical
F004,75,application,elderly,walk-in,26,14,13,13,1,20.7,0.7,18,3,0,0,1,3,10,1,,abandoned
F004,81,renewal,elderly,appointment,11,22,14,20,2,10.9,0.7,8,1,0,0,0,5,9,2.6,,critical
F004,30,payment,normal,appointment,16,8,3,18,3,6.6,0.77,8,3,0,0,0,6,10,4.5,,busy
F004,62,complaint,normal,online,22,12,10,41.4,7,16.5,0.84,9,1,0,1,0,3,8,3.9,,critical
F005,21,consultation,normal,online,11,28,19,41.4,3,7.1,0.99,11,1,0,1,0,6,8,4.1,,critical
F005,41,inquiry,elderly,appointment,12,16,9,28.8,8,4.2,0.98,11,1,0,1,0,2,8,3.4,,congested
F004,75,complaint,elderly,appointment,5,7,5,21,1,9.2,0.64,17,4,0,0,0,5,8,4.6,,critical
F004,85,payment,elderly,online,15,6,5,22,2,6,0.8,13,3,0,0,0,2,8,4.6,,busy
F001,89,payment,elderly,online,15,21,9,32.4,3,4.9,0.97,9,4,0,1,0,6,9,4.9,,busy
F003,77,application,elderly,online,15,14,11,16,3,22,0.79,16,3,0,0,1,6,10,3.5,,abandoned
F004,50,renewal,elderly,appointment,17,25,6,27,6,6.1,0.99,12,0,1,1,0,4,9,3.9,,normal
F002,27,application,normal,walk-in,16,18,11,20.8,2,16.6,0.8,14,6,0,0,0,5,9,2.9,,critical
F002,24,renewal,normal,walk-in,23,27,4,24.7,3,8.1,0.69,14,5,0,0,0,2,10,4.3,,congested
F003,31,application,normal,appointment,27,24,5,13,5,8,0.9,11,0,1,1,0,4,9,4.1,,busy
F002,19,payment,elderly,appointment,15,35,10,56.2,3,9.2,0.81,9,6,0,1,0,4,12,4.8,,critical
F002,34,consultation,urgent,appointment,7,16,12,39.6,4,12.2,0.85,10,4,0,1,0,6,9,3.5,,critical
F004,62,inquiry,elderly,walk-in,19,13,6,23,4,10.2,0.83,8,1,0,0,1,2,12,3.2,,abandoned
F002,64,renewal,normal,online,25,26,25,27.3,2,8.6,0.87,8,5,0,0,0,4,12,3.4,,critical
F001,31,consultation,elderly,online,17,36,5,37.8,8,12.7,0.93,11,1,0,1,0,5,8,4,,congested
F003,29,application,elderly,online,10,16,4,23,2,12,0.67,13,1,0,0,0,2,12,5,,critical
F001,69,renewal,urgent,appointment,5,10,2,10,1,11.1,0.85,15,4,0,0,0,6,10,3.4,,congested
F005,84,inquiry,elderly,walk-in,8,19,19,14.3,1,5.2,0.66,13,6,0,0,0,5,8,1.8,,critical
F002,28,payment,normal,online,32,6,2,24,3,5.5,0.65,14,2,0,0,0,5,12,3.7,,normal
F002,78,renewal,elderly,appointment,20,9,2,25.2,6,11.7,0.94,9,0,0,1,0,6,9,4.5,,normal
F005,67,payment,urgent,appointment,5,16,2,23.4,4,3.4,0.86,10,4,0,1,0,5,12,3.8,,normal
F005,34,inquiry,normal,online,24,21,4,12,1,7.3,0.66,17,4,0,0,0,6,10,4.1,,critical
F004,62,complaint,elderly,appointment,13,37,12,41.4,4,19,0.9,9,4,0,1,0,6,9,4.5,,critical
F002,84,consultation,elderly,appointment,25,20,18,13,2,16.3,0.66,17,0,0,0,1,3,9,1.8,,abandoned
F001,41,payment,urgent,appointment,5,24,11,24.7,1,5.2,0.83,18,5,0,0,0,4,10,3.7,,critical
F004,56,renewal,normal,walk-in,22,20,11,21,2,9.2,0.65,8,2,0,0,0,6,8,3,,critical
F001,56,complaint,urgent,appointment,5,41,40,23.4,5,22.4,0.93,10,1,0,1,1,5,12,2.6,,abandoned
F003,44,renewal,urgent,appointment,5,22,1,13,3,3,0.85,15,6,0,0,0,5,10,4.6,,normal
F002,45,inquiry,normal,appointment,23,24,7,19.5,4,7.3,0.85,13,6,0,0,0,5,9,4.2,,busy
F002,33,complaint,normal,online,24,10,3,22,3,25.1,0.88,17,1,0,0,0,5,9,3.6,,congested
F004,36,consultation,normal,online,20,16,12,17,3,7.8,0.82,8,1,0,0,1,2,10,3.6,,abandoned
F005,73,consultation,elderly,online,17,13,1,12,2,21.8,0.9,17,4,0,0,0,5,12,4.1,,busy
F005,80,payment,elderly,online,17,17,5,18,4,3.9,0.62,14,4,0,0,0,3,8,3.8,,normal
F003,80,renewal,elderly,online,11,25,10,10.8,5,3,0.81,12,0,1,1,0,2,10,5,,congested
F001,49,consultation,normal,walk-in,19,19,14,19.5,4,16.2,0.89,8,5,0,0,0,4,8,2.7,,critical
F004,31,inquiry,elderly,walk-in,9,24,21,21,2,8.8,0.73,17,3,0,0,0,5,10,3.1,,critical
F003,78,renewal,elderly,walk-in,10,29,15,27.3,2,6.2,0.62,16,5,0,0,0,4,10,3.3,,critical
F001,45,renewal,normal,appointment,19,21,21,25.2,7,5.9,0.91,9,2,0,1,0,2,12,5,,critical
F005,88,inquiry,elderly,online,17,9,9,25,3,5.4,0.75,16,3,0,0,0,6,12,4.8,,busy
F005,74,consultation,elderly,appointment,13,19,12,32.5,4,9.9,0.85,18,6,0,0,1,4,8,4.2,,abandoned
F004,44,complaint,normal,appointment,22,13,3,13,4,12.4,0.69,8,6,0,0,0,5,9,5,,busy
F002,57,consultation,normal,online,26,12,12,18,4,16.7,0.97,11,2,0,1,0,6,12,4.1,,critical
F002,40,consultation,normal,online,23,18,10,14,1,11.1,0.67,16,3,0,0,0,3,12,2.6,,critical
F004,74,complaint,elderly,walk-in,14,19,6,15,3,14.9,0.74,16,4,0,0,0,6,8,5,,critical
F001,37,payment,urgent,online,5,9,3,13.8,1,3.9,0.61,13,0,1,0,0,3,9,4.3,,busy
F004,89,application,elderly,walk-in,17,10,2,25.2,4,4.9,0.82,11,1,0,1,0,4,9,4.5,,normal
F001,74,consultation,elderly,appointment,13,25,9,20,2,5.2,0.87,8,3,0,0,1,2,8,4.5,,abandoned
F001,82,renewal,elderly,appointment,16,6,5,27.3,1,8.5,0.62,15,6,0,0,0,4,8,4.2,,critical
F004,32,consultation,urgent,appointment,5,13,9,31.2,3,13.2,0.62,13,5,0,0,0,2,9,4.5,,critical
F005,19,application,normal,walk-in,25,19,19,13,3,9.6,0.78,15,4,0,0,0,2,8,4,,critical
F005,66,renewal,normal,walk-in,13,39,33,23.4,6,6.8,0.86,12,3,0,1,0,4,9,3.6,,critical
F002,61,payment,normal,appointment,25,24,3,15,4,7.2,0.7,16,2,0,0,0,4,12,5,,normal
F001,47,payment,normal,online,16,14,12,24.7,4,3,0.7,8,5,0,0,0,5,9,4.1,,busy
F003,66,complaint,elderly,online,27,30,27,25.7,8,19.1,0.99,11,6,0,1,0,6,8,2.9,,critical
F002,28,inquiry,urgent,appointment,7,20,1,24,4,6.6,0.71,13,4,0,0,0,5,8,3.8,,normal
F003,54,consultation,elderly,online,13,10,1,17,1,12.5,0.74,14,4,0,0,0,3,12,4.9,,congested
F004,77,renewal,elderly,online,14,28,1,13,4,6.3,0.88,16,6,0,0,0,2,12,4.8,,normal
F001,51,payment,normal,online,26,19,11,20,1,6.8,0.82,16,1,0,0,0,4,10,3.6,,critical
F003,70,renewal,normal,online,25,24,6,22,4,13.6,0.65,17,0,0,0,0,2,8,4.7,,critical
F005,42,payment,elderly,walk-in,5,13,12,19,1,3,0.7,16,0,0,0,0,6,9,3.6,,critical
F001,42,consultation,elderly,walk-in,19,16,14,13,4,10.2,0.61,18,1,0,0,1,3,12,4.7,,abandoned
F004,77,complaint,elderly,appointment,11,21,21,15,2,16.3,0.62,16,2,0,0,1,3,10,1,,abandoned
F004,18,complaint,elderly,appointment,16,18,6,20,1,12,0.78,8,1,0,0,0,5,8,2.5,,critical
F005,90,application,elderly,online,17,5,2,21,3,20.6,0.82,8,1,0,0,0,5,9,4.2,,busy
F001,19,inquiry,elderly,appointment,11,23,4,18,4,10.7,1,12,3,0,1,0,5,12,5,,busy
F001,74,complaint,elderly,walk-in,6,15,1,13,3,11.1,0.87,15,6,0,0,0,2,9,4.7,,busy
F004,75,renewal,elderly,walk-in,9,6,3,27.3,3,8.5,0.61,16,6,0,0,0,4,10,4.4,,congested
F001,63,inquiry,normal,walk-in,19,6,2,25,1,3.5,0.7,13,3,0,0,0,5,10,4.6,,busy
F003,86,inquiry,elderly,walk-in,12,9,1,12,2,6.3,0.61,16,0,0,0,0,3,12,5,,normal
F005,72,complaint,elderly,online,25,26,19,27.3,4,22.5,0.69,8,5,0,0,0,5,12,2.9,,critical
F003,77,application,elderly,online,13,7,4,12,4,15.9,0.84,8,0,1,0,0,6,9,5,,congested
F002,62,complaint,normal,online,19,14,2,18,8,27.6,0.91,11,0,0,1,0,2,9,3.9,,critical
F004,25,application,normal,walk-in,14,24,23,17.3,8,20.1,0.95,9,0,1,1,0,5,10,3.3,,critical
F002,48,application,urgent,walk-in,5,34,25,18,6,10.4,0.81,9,2,0,1,0,4,10,3.7,,critical
F003,51,application,elderly,appointment,16,23,7,13,4,20.8,0.89,15,0,0,0,0,2,9,3.2,,critical
F001,53,payment,normal,online,23,10,3,36,8,5.1,1,12,0,0,1,0,2,12,5,,normal
F001,66,inquiry,normal,online,23,12,6,25,1,7.4,0.85,13,1,0,0,0,6,12,3.5,,critical
F001,77,consultation,elderly,walk-in,16,25,18,51.5,5,11,0.98,10,6,0,1,0,2,9,3.8,,critical
F001,85,payment,elderly,appointment,13,24,15,14,2,5.9,0.68,17,4,0,0,0,6,9,3.8,,critical
F002,66,complaint,elderly,appointment,16,6,1,17,1,8.9,0.61,15,3,0,0,0,4,10,4.3,,busy
F001,81,renewal,elderly,appointment,12,14,9,25.2,6,8.7,0.87,9,1,0,1,0,2,12,5,,critical
F001,63,inquiry,elderly,online,21,23,12,23.4,1,5.5,0.69,14,6,0,0,0,2,9,3.5,,critical
F002,72,payment,elderly,walk-in,13,14,6,23,4,5,0.89,17,1,0,0,0,4,12,4.1,,busy
F005,63,renewal,elderly,walk-in,10,36,9,23.4,8,4.8,0.85,12,0,0,1,0,2,9,4.8,,critical
F001,24,payment,normal,walk-in,39,13,13,19.5,4,3.9,0.73,16,5,0,0,0,5,8,4.7,,normal
F003,21,renewal,normal,online,35,58,46,39.8,4,12.6,0.88,9,6,0,1,0,6,10,2,,critical
F004,78,inquiry,elderly,appointment,15,20,9,19,4,5.4,0.66,16,1,0,0,0,2,10,4.6,,critical
F002,87,inquiry,elderly,walk-in,20,23,16,27,6,3.6,0.94,12,4,0,1,1,6,8,3.9,,abandoned
F003,54,inquiry,normal,walk-in,9,13,5,15,2,8,0.77,15,3,0,0,0,5,8,4.2,,critical
F004,65,complaint,elderly,walk-in,16,27,24,32.4,6,10.7,0.99,10,2,0,1,0,3,8,3.5,,critical
F004,89,inquiry,elderly,online,15,10,5,14,2,7,0.79,16,1,0,0,0,5,12,4,,congested
F005,90,application,elderly,online,18,51,15,30.4,7,21.3,0.9,10,6,0,1,0,2,10,3.4,,critical
F001,57,complaint,normal,walk-in,17,37,12,32.4,6,21.7,0.97,9,2,0,1,0,6,8,4.4,,critical
F004,23,inquiry,normal,appointment,19,9,7,23.4,6,8.2,0.92,12,2,0,1,0,3,8,4.1,,congested
F001,18,inquiry,urgent,appointment,5,19,6,12,3,7.3,0.61,14,1,0,0,0,5,9,4.2,,congested
F001,82,renewal,elderly,appointment,5,27,20,18,3,11.4,0.9,12,3,0,1,0,2,8,1.6,,critical
F001,48,application,normal,appointment,12,15,8,13,3,12.4,0.63,8,4,0,0,0,2,10,3.6,,critical
F001,35,application,normal,online,31,22,8,15,1,18.5,0.87,16,2,0,0,0,2,12,2.2,,critical
F003,50,inquiry,normal,online,19,15,13,18.2,4,6.6,0.65,8,6,0,0,0,3,9,4.2,,critical
F003,45,consultation,normal,walk-in,23,15,7,25,2,16.8,0.78,15,0,0,0,0,5,9,2.7,,critical
F004,37,inquiry,elderly,online,11,27,8,22.1,2,3,0.69,14,5,0,0,0,2,9,3.2,,congested
F004,66,renewal,normal,walk-in,23,8,8,21,2,6.5,0.69,18,4,0,0,0,3,8,3,,critical
F003,28,complaint,elderly,walk-in,22,21,3,14,3,20.3,0.82,16,4,0,0,0,2,9,3.9,,congested
F005,81,application,elderly,walk-in,9,16,6,14,2,17.2,0.64,13,0,0,0,0,5,10,3.6,,critical
F003,40,application,normal,walk-in,5,24,8,23,4,17,0.73,8,1,0,0,0,4,10,4.1,,critical
F002,52,renewal,normal,walk-in,20,14,3,24,2,6.5,0.75,17,2,0,0,0,3,9,5,,busy
F005,80,payment,elderly,walk-in,5,16,12,24,2,4.8,0.75,16,1,0,0,0,3,8,3.9,,critical
F004,32,payment,normal,online,19,9,7,18,3,5,0.88,14,1,0,0,0,5,10,4.5,,busy
F002,79,consultation,elderly,walk-in,18,7,3,12,2,11.1,0.87,13,1,0,0,0,4,12,4.5,,busy
F002,61,renewal,normal,walk-in,33,6,1,20.8,3,13.5,0.83,18,6,0,0,0,4,8,4.6,,normal
F005,35,complaint,normal,walk-in,13,5,2,14,1,20.1,0.62,15,0,0,0,0,3,9,4.3,,critical
F005,86,inquiry,elderly,online,12,17,14,23,2,6.2,0.6,8,3,0,0,0,5,10,4.3,,critical
F005,83,payment,elderly,appointment,11,19,11,23,1,8.3,0.77,14,3,0,0,0,2,8,2.1,,critical
F002,57,application,normal,walk-in,35,23,21,16,2,10.8,0.7,17,4,0,0,0,5,10,2.3,,critical
F001,82,renewal,elderly,walk-in,11,22,7,18.2,1,4.6,0.81,14,5,0,0,1,5,10,4,,abandoned
F001,68,application,normal,online,16,56,5,30.4,8,16,0.91,10,6,0,1,0,2,10,3.8,,critical
F004,50,complaint,normal,online,15,18,11,14,2,24.9,0.79,14,2,0,0,0,6,9,2.1,,critical
F001,18,consultation,normal,online,17,8,8,6,2,20.4,0.66,8,0,1,0,0,6,10,3.3,,critical
F003,28,application,normal,walk-in,13,19,9,43.2,4,9.3,0.82,11,0,0,1,0,3,9,3.5,,critical
F001,57,consultation,normal,walk-in,8,16,6,18.2,2,8.8,0.82,17,5,0,0,0,2,12,5,,critical
F001,44,complaint,normal,walk-in,5,28,6,15.6,2,15.8,0.85,16,5,0,0,0,2,10,3.6,,critical
F001,80,complaint,elderly,walk-in,21,12,5,15,1,23.9,0.68,14,0,1,0,0,6,12,2.1,,critical
F002,69,complaint,normal,appointment,34,18,8,13,1,12.9,0.62,15,2,0,0,0,2,10,2.8,,critical
F002,48,renewal,urgent,online,5,18,16,21.6,5,8.3,0.98,11,1,0,1,0,4,8,3.9,,critical
F005,34,payment,normal,appointment,23,44,24,25.7,7,5.6,0.93,10,5,0,1,0,3,8,4.4,,critical
F004,45,complaint,normal,appointment,14,18,1,12,4,19.9,0.62,18,1,0,0,0,3,8,3.9,,busy
F001,58,payment,normal,appointment,26,26,12,23.4,2,5.1,0.72,15,6,0,0,0,2,9,4.2,,critical
F002,18,consultation,normal,online,20,11,10,26,4,11.7,0.77,16,5,0,0,0,3,10,3.4,,critical
F003,34,payment,elderly,walk-in,23,21,10,25.2,4,6.6,0.88,11,4,0,1,1,4,9,3.7,,abandoned
F002,61,inquiry,normal,online,19,11,8,13.8,1,6.5,0.82,13,0,1,0,0,4,8,3.3,,critical
F002,21,consultation,normal,online,39,39,20,30.6,7,16.8,0.91,12,0,0,1,0,6,8,3.8,,critical
F005,51,inquiry,elderly,online,18,17,14,10,2,9.9,0.85,14,3,0,0,0,5,10,2.9,,critical
F004,31,complaint,normal,online,18,34,28,41.4,3,19.6,0.83,9,4,0,1,0,6,10,2.2,,critical
F002,56,inquiry,urgent,walk-in,6,18,6,23,3,6.2,0.78,15,4,0,0,0,6,9,3.8,,normal
F004,70,renewal,elderly,appointment,14,24,9,15,3,11.3,0.81,15,2,0,0,0,3,10,4.6,,critical
F002,23,payment,normal,appointment,30,3,1,9.6,4,3.5,0.8,18,0,1,0,0,6,8,3.8,,normal
F004,23,payment,normal,walk-in,7,14,7,21,2,6.1,0.89,18,4,0,0,0,2,10,3.8,,critical
F001,81,inquiry,elderly,online,23,24,19,20.8,1,6.6,0.84,15,5,0,0,1,3,8,2.5,,abandoned
F003,77,inquiry,elderly,walk-in,13,29,27,13,1,9.2,0.79,8,6,0,0,1,3,9,1,,abandoned
F001,61,application,normal,online,16,28,11,18,6,16,0.97,12,3,0,1,0,2,12,3.8,,critical
F004,53,renewal,elderly,appointment,5,28,2,29.9,4,7.6,0.73,16,5,0,0,0,3,8,4.8,,busy
F002,69,consultation,urgent,appointment,5,16,3,14,4,16.3,0.7,14,3,0,0,0,5,8,4.7,,busy
F004,33,renewal,elderly,online,10,16,5,17,4,7.9,0.73,18,4,0,0,0,2,8,4.7,,critical
F001,25,renewal,elderly,online,17,18,7,20,4,9.7,0.72,13,2,0,0,0,3,9,4.6,,congested
F001,45,payment,normal,appointment,20,42,3,51.5,4,6.5,0.8,12,5,0,1,0,3,8,5,,congested
F004,48,inquiry,normal,online,28,17,14,11,2,6.6,0.63,15,1,0,0,0,5,8,4.3,,critical
F005,73,inquiry,elderly,walk-in,15,6,1,26,3,7.7,0.78,8,5,0,0,0,6,10,5,,normal
F004,26,application,normal,online,28,58,42,51.5,3,14.4,0.87,12,6,0,1,1,6,9,1,,abandoned
F001,60,renewal,elderly,online,20,44,20,30.4,7,9.5,0.98,10,5,0,1,0,6,8,4,,congested
F004,52,payment,normal,walk-in,24,5,5,13,8,5.5,0.95,11,0,1,1,0,6,9,4.8,,normal
F002,43,inquiry,elderly,walk-in,16,25,11,27,7,6.2,0.81,11,1,0,1,0,5,10,4.2,,busy
F005,30,application,elderly,walk-in,16,22,10,23.4,4,13.3,0.87,13,5,0,0,0,5,8,3.2,,critical
F001,70,renewal,normal,online,7,19,10,10,4,10.3,0.81,17,1,0,0,0,5,8,3.3,,critical
F002,62,payment,normal,online,5,19,2,22,1,3,0.65,16,0,0,0,0,3,10,5,,critical
F001,78,renewal,elderly,walk-in,6,6,4,25,3,5,0.78,15,4,0,0,0,2,9,4.2,,congested
F001,75,inquiry,elderly,appointment,7,18,10,24,1,8.2,0.8,17,0,0,0,0,2,12,3.6,,critical
F001,70,inquiry,normal,appointment,30,16,11,41.4,7,4.7,0.87,10,2,0,1,0,5,9,4.4,,normal
